artist;song;duration_ms;explicit;year;popularity;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;genre
Ida Corr;Let Me Think About It;151973;FALSO;2012;43;762;754;0;-3.425;0;46;22;665;146;715;129.026;set()
Imagine Dragons;Demons;177506;FALSO;2012;81;505;710;3;-3.015;1;321;0.19;25;269;428;89.938;rock
Imagine Dragons;Radioactive;186813;FALSO;2012;77;448;784;9;-3.686;1;627;106;108;668;236;136.245;rock
Jennifer Lopez;Dance Again;237266;FALSO;2012;0;797;867;11;-5.242;0;696;158;2.79e-06;868;716;127.974;hip hop, pop, R&B
Justin Bieber;Beauty And A Beat;227986;FALSO;2012;73;602;843;0;-4.831;1;593;688;5.27e-05;682;526;128.003;pop
Justin Bieber;As Long As You Love Me;229466;FALSO;2012;67;571;873;0;-3.382;0;0.1;811;0.0;361;613;139.691;pop
Justin Bieber;Boyfriend;171333;FALSO;2012;63;717;550;10;-6.019;0;519;358;198;126;331;96.979;pop
Kanye West;Mercy;329320;VERDADERO;2012;73;563;496;6;-9.381;0;406;685;5.8e-05;173;426;139.993;hip hop
Katy Perry;Last Friday Night (T.G.I.F.);230746;FALSO;2012;74;649;815;3;-3.796;0;415;125;4.31e-05;671;765;126.03;pop
Katy Perry;Part Of Me;216160;FALSO;2012;73;678;918;5;-4.63;1;355;417;0.0;744;769;130.028;pop
Katy Perry;California Gurls;234653;FALSO;2012;72;791;754;0;-3.729;1;569;446;0.0;163;425;125.014;pop
Katy Perry;The One That Got Away;227333;FALSO;2012;72;687;792;1;-4.023;0;353;802;0.0;0.2;864;133.962;pop
Katy Perry;E.T.;229573;FALSO;2012;65;620;869;1;-5.252;1;175;181;0.0;369;0.76;151.684;pop
Katy Perry;Wide Awake;220946;FALSO;2012;65;514;683;5;-5.099;1;367;749;2.64e-06;392;575;159.814;pop
Kendrick Lamar;m.A.A.d city;350120;VERDADERO;2012;67;487;729;2;-6.815;1;271;538;4.07e-06;0.44;217;91.048;hip hop
Kendrick Lamar;Swimming Pools (Drank) - Extended Version;313786;VERDADERO;2012;63;716;485;1;-7.745;1;404;123;2.69e-05;604;0.26;74.132;hip hop
Kesha;Die Young;211920;FALSO;2012;78;711;700;1;-4.805;0;46;498;125;215;801;128.001;pop, Dance/Electronic
Kesha;C'Mon;214333;FALSO;2012;0;558;781;1;-5.448;0;963;657;144;102;286;126.025;pop, Dance/Electronic
Labrinth;Earthquake (feat. Tinie Tempah);274600;VERDADERO;2012;62;540;856;0;-3.966;0;0.1;109;0.0;276;258;153.071;pop
Lana Del Rey;Ride;289080;VERDADERO;2012;66;373;686;0;-5.52;1;34;128;1.96e-06;383;189;93.763;pop
Lana Del Rey;Born To Die;286253;FALSO;2012;53;180;636;4;-6.591;0;439;209;133;217;0.39;75.223;pop
Linkin Park;BURN IT DOWN;230253;FALSO;2012;73;585;972;9;-4.45;0;534;143;0.0;707;585;110.006;rock, metal
Little Mix;Wings;219733;FALSO;2012;0;738;875;7;-3.141;1;127;673;556;285;538;114.962;pop
Macklemore & Ryan Lewis;Can't Hold Us (feat. Ray Dalton);258342;FALSO;2012;81;641;922;2;-4.457;1;786;291;0.0;862;847;146.078;hip hop, pop
Macklemore & Ryan Lewis;Thrift Shop (feat. Wanz);235613;VERDADERO;2012;1;781;526;6;-6.985;0;293;619;0.0;457;662;94.992;hip hop, pop
MARINA;Primadonna;221075;FALSO;2012;78;660;689;4;-2.671;0;337;884;0.0;922;427;127.98;pop, Dance/Electronic
MARINA;How to Be a Heartbreaker;221493;FALSO;2012;50;690;897;11;-4.696;0;506;142;0.0;108;849;140.05;pop, Dance/Electronic
Maroon 5;Payphone;231173;VERDADERO;2012;82;743;752;4;-4.813;1;414;188;0.0;287;545;110.015;pop
Maroon 5;One More Night;219546;FALSO;2012;74;716;821;5;-3.435;0;314;558;0.0;844;618;92.997;pop
Maroon 5;Daylight;225066;FALSO;2012;66;656;674;7;-5.473;1;269;242;0.0;255;369;120.001;pop
Michel TelÃ³;Ai Se Eu Te Pego - Live;166866;FALSO;2012;0;676;935;11;-4.55;1;692;357;0.0;853;0.85;96.055;country, latin
MKTO;Classic;175426;FALSO;2012;82;720;791;1;-4.689;1;124;384;0.0;157;756;102.071;hip hop, pop
Ne-Yo;Let Me Love You (Until You Learn To Love Yourself);251626;FALSO;2012;69;658;677;5;-6.628;1;393;248;0.0;368;248;124.91;pop, R&B
Nicki Minaj;Starships;210626;VERDADERO;2012;75;747;716;11;-2.457;0;75;135;0.0;251;751;125.008;hip hop, pop
Nicki Minaj;Pound The Alarm;205640;VERDADERO;2012;64;728;858;9;-3.686;1;609;403;4.09e-06;241;591;125.055;hip hop, pop
Of Monsters and Men;Little Talks;266600;FALSO;2012;79;457;757;1;-5.177;1;32;206;0.0;146;417;102.961;pop, rock, Folk/Acoustic
Olly Murs;Dear Darlin';206373;FALSO;2012;59;512;828;11;-4.672;0;454;627;8.73e-06;119;0.34;124.021;pop, Dance/Electronic
Olly Murs;Troublemaker (feat. Flo Rida);185586;FALSO;2012;0;762;863;0;-3.689;0;565;15;0.0;125;965;106.008;pop, Dance/Electronic
One Direction;What Makes You Beautiful;199986;FALSO;2012;82;726;787;4;-2.494;1;737;9;0.0;596;888;124.99;pop
One Direction;Live While We're Young;200186;FALSO;2012;0;658;837;2;-2.063;1;543;629;0.0;969;936;126.015;pop
Otto Knows;Million Voices - Radio Edit;192866;FALSO;2012;0;582;894;8;-6.298;1;41;22;223;664;694;125.946;pop, Dance/Electronic
Owl City;Good Time;205933;FALSO;2012;77;560;872;3;-4.269;1;0.14;239;6.98e-06;371;682;126.05;rock, pop
P!nk;Try;247906;FALSO;2012;76;674;628;2;-7.079;1;0.03;144;0.0;944;552;103.998;pop
P!nk;Try;247906;FALSO;2012;76;674;628;2;-7.079;1;0.03;144;0.0;944;552;103.998;pop
P!nk;True Love (feat. Lily Allen);230733;VERDADERO;2012;71;457;823;9;-4.76;1;311;144;0.0;108;578;192.205;pop
Passenger;Let Her Go;252866;FALSO;2012;73;509;538;7;-7.335;1;572;385;0.0;104;244;75.089;pop
Pitbull;Timber (feat. Ke$ha);204160;FALSO;2012;80;581;963;11;-4.087;1;981;295;0.0;139;788;129.992;hip hop, pop, latin
Pitbull;Feel This Moment (feat. Christina Aguilera);229506;FALSO;2012;77;673;758;7;-3.632;1;158;39;0.0;341;542;135.956;hip hop, pop, latin
Pitbull;Don't Stop the Party (feat. TJR);206120;FALSO;2012;64;722;958;4;-3.617;1;912;726;0.0;375;952;127.008;hip hop, pop, latin
PSY;Gangnam Style (ê°•ë‚¨ìŠ¤íƒ€ì¼);219493;FALSO;2012;72;727;937;11;-2.871;0;286;417;0.0;91;749;132.067;pop
Rihanna;Stay;240706;FALSO;2012;76;621;310;9;-10.164;0;283;945;6.12e-05;117;125;111.893;hip hop, pop, R&B
Rihanna;Diamonds;225146;FALSO;2012;75;564;710;11;-4.92;0;461;125;0.0;109;393;91.972;hip hop, pop, R&B
Rita Ora;How We Do (Party);247026;VERDADERO;2012;48;738;922;7;-3.94;1;833;34;0.0;986;689;116.024;hip hop, pop, Dance/Electronic
Rita Ora;R.I.P. (feat. Tinie Tempah);228026;FALSO;2012;46;603;831;11;-3.443;0;479;27;0.0;652;358;72.022;hip hop, pop, Dance/Electronic
Robbie Williams;Candy;201053;FALSO;2012;68;715;791;10;-6.63;1;414;368;0.0;694;879;116.043;pop, rock
ScHoolboy Q;Hands on the Wheel (feat. Asap Rocky);197131;VERDADERO;2012;61;646;784;1;-7.471;0;108;166;0.0;721;179;127.839;hip hop, pop
Sean Paul;She Doesn't Mind;227786;FALSO;2012;70;718;776;7;-5.208;0;693;624;5.3e-06;207;622;120.015;hip hop, pop
Swedish House Mafia;Don't You Worry Child - Radio Edit;212862;FALSO;2012;76;612;840;11;-3.145;0;509;112;0.0;116;438;129.042;pop, Dance/Electronic
Taylor Swift;I Knew You Were Trouble.;219720;FALSO;2012;76;622;469;3;-6.798;0;363;454;2.25e-06;335;679;77.019;pop
Taylor Swift;22;232120;FALSO;2012;68;661;729;7;-6.561;1;376;215;13;477;668;103.987;pop
Taylor Swift;I Knew You Were Trouble.;219720;FALSO;2012;59;622;469;3;-6.798;0;363;454;2.25e-06;335;679;77.019;pop
The Script;Hall of Fame (feat. will.i.am);202533;FALSO;2012;78;421;873;10;-4.343;1;564;654;0.0;123;629;84.786;pop, rock
The Wanted;Chasing The Sun;198800;FALSO;2012;69;637;732;7;-6.209;0;965;244;0.0;498;0.68;128.108;pop, Dance/Electronic
Train;Drive By;195973;FALSO;2012;77;765;837;1;-3.113;0;32;107;1.06e-05;801;721;122.028;pop
Tyga;Rack City;203200;VERDADERO;2012;61;929;339;1;-10.881;1;371;373;1.96e-05;187;273;98.986;hip hop, pop
Tyga;Faded;206666;VERDADERO;2012;58;831;667;1;-8.438;1;188;103;0.0;0.35;339;95.073;hip hop, pop
Usher;Scream;234693;FALSO;2012;66;616;862;7;-5.18;0;973;117;0.0;179;569;127.992;hip hop, pop, R&B
Wiz Khalifa;Work Hard, Play Hard;219026;VERDADERO;2012;62;787;666;11;-4.475;1;485;409;1.91e-05;296;485;140.008;hip hop, pop
Zedd;Clarity;271426;FALSO;2012;0;523;780;8;-3.464;1;753;366;0.0;751;193;128.006;hip hop, pop, Dance/Electronic
2 Chainz;We Own It (Fast & Furious);227906;FALSO;2013;69;563;902;1;-4.586;0;402;545;0.0;524;559;171.999;hip hop, pop
A$AP Rocky;F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar);233786;VERDADERO;2013;76;853;693;1;-6.87;1;275;239;0.0;0.11;662;95.967;hip hop
Arctic Monkeys;Why'd You Only Call Me When You're High?;161123;FALSO;2013;84;691;631;2;-6.478;1;368;483;1.13e-05;104;0.8;92.004;rock
Arctic Monkeys;Do I Wanna Know?;272394;FALSO;2013;84;548;532;5;-7.596;1;323;186;263;217;405;85.03;rock
Ariana Grande;The Way;227026;FALSO;2013;65;645;878;5;-3.208;0;113;294;0.0;76;862;82.324;pop
Armin van Buuren;This Is What It Feels Like;204360;FALSO;2013;66;551;833;8;-5.217;1;0.03;391;2.77e-06;632;145;129.885;pop, Dance/Electronic
Avicii;Wake Me Up;247426;FALSO;2013;6;532;783;2;-5.697;1;523;38;12;161;643;124.08;pop, Dance/Electronic
Avicii;Hey Brother;255093;FALSO;2013;2;545;780;7;-4.867;0;436;309;4.64e-05;828;458;125.014;pop, Dance/Electronic
Avril Lavigne;Here's to Never Growing Up;214080;VERDADERO;2013;0;483;871;0;-3.084;1;101;15;0.0;415;716;164.986;pop
Baauer;Harlem Shake;196664;FALSO;2013;57;452;794;0;-5.151;1;483;111;182;416;282;137.825;Dance/Electronic
Bastille;Pompeii;214147;FALSO;2013;74;679;715;9;-6.383;1;407;755;0.0;271;571;127.435;pop, rock
Bastille;Of The Night;214205;FALSO;2013;61;670;829;5;-7.2;0;427;192;225;89;349;125.01;pop, rock
Bingo Players;Get Up (Rattle) - Vocal Edit;166933;FALSO;2013;1;801;985;7;-2.69;1;645;205;6.86e-06;296;722;127.99;pop, Dance/Electronic
Birdy;Wings;252106;FALSO;2013;48;474;707;7;-4.534;1;253;831;0.0;162;224;83.235;pop
Blake Shelton;Sure Be Cool If You Did;215720;FALSO;2013;56;576;726;11;-4.625;1;35;255;0.0;108;582;136.802;country
Britney Spears;Work B**ch;247853;VERDADERO;2013;0;630;816;9;-6.535;1;0.15;124;111;616;0.85;128.012;pop
Capital Cities;Safe And Sound;192693;FALSO;2013;0;652;783;0;-4.829;1;309;189;173;889;836;117.952;pop
Childish Gambino;3005;235662;VERDADERO;2013;0;681;463;6;-6.542;0;289;128;0.0;769;661;82.92;hip hop
Chris Brown;Fine China;213666;FALSO;2013;0;659;735;10;-4.758;0;56;466;0.0;111;609;104.038;hip hop, pop, R&B
Christina Perri;human;250706;FALSO;2013;59;439;489;8;-6.286;1;368;132;643;114;253;143.808;pop
Ciara;Body Party;234040;FALSO;2013;64;577;576;2;-6.299;1;563;143;0.0;602;0.12;133.973;pop, R&B
Daft Punk;Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit;248413;FALSO;2013;83;794;811;6;-8.966;0;38;426;1.07e-06;101;862;116.047;hip hop, Dance/Electronic
Daft Punk;Lose Yourself to Dance (feat. Pharrell Williams);353893;FALSO;2013;69;832;659;10;-7.828;0;57;839;114;753;674;100.163;hip hop, Dance/Electronic
Demi Lovato;Heart Attack;210840;FALSO;2013;79;504;785;8;-4.802;1;104;738;0.0;239;502;173.968;pop
Disclosure;Latch;255631;FALSO;2013;74;503;727;1;-5.456;1;167;159;9.45e-05;895;521;121.985;pop, Dance/Electronic
Disclosure;Latch;255631;FALSO;2013;74;503;727;1;-5.456;1;167;159;9.45e-05;895;521;121.985;pop, Dance/Electronic
Disclosure;White Noise;277687;FALSO;2013;54;665;844;10;-6.164;0;501;963;215;311;902;119.978;pop, Dance/Electronic
DJ Snake;Turn Down for What;213733;FALSO;2013;70;818;799;1;-4.1;0;156;107;128;57;815;100.014;hip hop, pop, Dance/Electronic
Drake;Hold On, We're Going Home;227880;FALSO;2013;72;773;414;6;-7.436;0;961;411;3.4e-05;733;289;99.993;hip hop, pop, R&B
Drake;Started From the Bottom;174120;VERDADERO;2013;65;794;523;8;-7.829;1;161;331;0.0;156;0.56;86.307;hip hop, pop, R&B
Duke Dumont;Need U (100%) [feat. A*M*E] - Radio Edit;174853;FALSO;2013;27;681;835;0;-5.705;0;49;176;183;354;469;124.047;pop, Dance/Electronic
Echosmith;Cool Kids;237626;FALSO;2013;71;719;671;8;-6.279;1;336;372;8.21e-06;0.12;786;130.027;pop
Ed Sheeran;"I See Fire - From ""The Hobbit - The Desolation Of Smaug""";300840;FALSO;2013;71;581;549;10;-20.514;0;397;559;0.0;718;234;152.037;pop
Eminem;The Monster;250188;VERDADERO;2013;75;781;853;1;-3.68;0;715;525;0.0;0.12;624;110.049;hip hop
Eminem;Berzerk;238746;VERDADERO;2013;66;739;872;11;-4.059;0;333;217;0.0;0.26;684;95.084;hip hop
Fall Out Boy;My Songs Know What You Did In The Dark (Light Em Up);186826;FALSO;2013;71;558;924;9;-4.341;0;64;271;3.32e-06;537;567;151.99;rock
Icona Pop;I Love It (feat. Charli XCX);157152;VERDADERO;2013;68;711;906;8;-2.671;1;284;952;1.64e-05;153;824;125.916;pop, Dance/Electronic
J. Cole;Power Trip (feat. Miguel);241160;VERDADERO;2013;0;667;610;1;-7.054;1;217;322;203;426;465;99.991;hip hop
James Arthur;Impossible;209440;FALSO;2013;75;376;695;0;-4.782;0;933;135;0.0;0.11;302;169.533;pop
James Blunt;Bonfire Heart;238000;FALSO;2013;0;575;821;0;-5.7;1;527;181;0.0;124;449;118.021;pop
Jason Derulo;Wiggle (feat. Snoop Dogg);193295;FALSO;2013;66;697;621;9;-6.886;0;0.25;802;0.0;162;721;81.946;hip hop, pop
Jason Derulo;Talk Dirty (feat. 2 Chainz);177685;VERDADERO;2013;56;760;652;6;-7.321;1;232;348;0.0;307;759;100.315;hip hop, pop
Jason Derulo;Talk Dirty (feat. 2 Chainz);177685;VERDADERO;2013;56;760;652;6;-7.321;1;232;348;0.0;307;759;100.315;hip hop, pop
Jason Derulo;Trumpets;217306;FALSO;2013;53;627;703;0;-4.884;1;236;563;0.0;962;0.64;81.897;hip hop, pop
Jason Derulo;The Other Side;226986;FALSO;2013;50;561;836;9;-3.939;1;0.1;525;0.0;136;517;127.923;hip hop, pop
JAY-Z;Holy Grail;338413;VERDADERO;2013;62;676;534;2;-6.901;0;831;594;8.59e-06;256;156;145.082;hip hop
JLS;Everybody in Love;195586;FALSO;2013;39;705;783;5;-5.971;0;327;703;0.0;0.36;656;140.022;pop
John Legend;All of Me;269560;FALSO;2013;84;422;264;8;-7.064;1;322;922;0.0;132;331;119.93;pop, R&B
John Newman;Love Me Again;239894;FALSO;2013;74;495;894;2;-4.814;0;441;453;596;103;213;126.03;set()
Justin Timberlake;Mirrors;484146;FALSO;2013;78;574;512;5;-6.664;0;503;234;0.0;946;512;76.899;pop
Justin Timberlake;Suit & Tie (feat. Jay-Z);326280;VERDADERO;2013;67;795;596;11;-3.799;0;219;103;0.0;164;357;101.985;pop
Kanye West;Black Skinhead;188013;VERDADERO;2013;0;578;825;1;-6.107;1;322;986;0.0;176;283;130.089;hip hop
Katy Perry;Dark Horse;215672;FALSO;2013;74;647;585;6;-6.123;1;512;314;0.0;165;353;131.934;pop
Katy Perry;Roar;223546;FALSO;2013;73;554;772;7;-4.821;0;418;487;6.6e-06;354;455;179.984;pop
Katy Perry;This Is How We Do;204285;FALSO;2013;60;690;636;9;-6.028;0;457;203;0.0;147;0.8;96.0;pop
Katy Perry;Unconditionally;228878;FALSO;2013;0;555;729;7;-4.813;1;387;357;0.0;209;369;129.003;pop
Klingande;Jubel - Radio Edit;201626;FALSO;2013;50;686;524;0;-7.251;1;343;649;569;0.14;951;124.938;pop, Dance/Electronic
Lana Del Rey;Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix;214912;FALSO;2013;72;572;810;1;-5.791;0;558;157;6.53e-06;0.13;0.11;126.052;pop
Lil Wayne;Love Me;255053;VERDADERO;2013;68;669;634;11;-6.476;1;327;125;0.0;946;496;124.906;hip hop, pop
Lorde;Royals;190185;FALSO;2013;77;674;428;7;-9.504;1;122;121;0.0;132;337;84.878;pop, Dance/Electronic
Lorde;Team;193058;FALSO;2013;76;690;578;6;-7.436;1;929;167;0.0;305;416;99.961;pop, Dance/Electronic
Lorde;Team;193058;FALSO;2013;0;691;582;6;-7.444;1;939;162;0.0;247;427;100.05;pop, Dance/Electronic
Martin Garrix;Animals - Radio Edit;176117;FALSO;2013;0;593;914;1;-5.351;1;363;137;445;714;381;128.015;pop, Dance/Electronic
Miley Cyrus;We Can't Stop;231240;FALSO;2013;78;613;622;1;-5.794;0;334;882;0.0;0.37;484;80.003;pop
Miley Cyrus;Wrecking Ball;221360;FALSO;2013;77;530;422;5;-6.262;1;342;407;0.0;107;349;119.964;pop
Naughty Boy;La La La;220779;FALSO;2013;58;754;677;6;-4.399;0;316;112;0.0;111;254;124.988;Dance/Electronic
Nelly;Hey Porsche;209466;VERDADERO;2013;57;726;795;9;-4.653;1;29;136;0.0;698;952;115.995;hip hop, pop, R&B
One Direction;Story of My Life;245493;FALSO;2013;81;600;663;3;-5.802;1;477;225;0.0;119;286;121.07;pop
One Direction;Best Song Ever;200106;FALSO;2013;76;652;877;1;-2.986;1;465;227;0.0;789;486;118.491;pop
One Direction;One Way or Another (Teenage Kicks);157293;FALSO;2013;66;489;867;4;-3.121;0;71;25;0.0;586;409;162.131;pop
Paramore;Still into You;216013;FALSO;2013;79;602;923;5;-3.763;1;44;98;0.0;561;765;136.01;pop, rock
Robin Thicke;Blurred Lines;263053;FALSO;2013;55;861;504;7;-7.707;1;489;412;1.78e-05;783;881;120.0;pop, R&B
Rudimental;Waiting All Night (feat. Ella Eyre);292586;FALSO;2013;66;544;728;6;-5.358;0;0.05;264;959;427;281;174.983;pop, Dance/Electronic
Rudimental;Feel the Love (feat. John Newman);245186;FALSO;2013;64;389;706;1;-6.849;1;593;26;182;686;238;179.911;pop, Dance/Electronic
Scooter;Nessaja;208449;FALSO;2013;47;486;904;2;-6.642;1;364;748;984;187;118;143.048;pop, Dance/Electronic
Scooter;The Logical Song;234116;FALSO;2013;46;527;933;6;-6.277;0;382;112;362;425;493;144.043;pop, Dance/Electronic
Sebastian Ingrosso;Reload - Radio Edit;221272;FALSO;2013;68;485;724;9;-4.633;0;521;736;0.0;631;433;128.045;pop, Dance/Electronic
Selena Gomez;Come & Get It;231986;FALSO;2013;69;546;787;7;-4.1;0;517;101;21;809;573;79.979;pop
Stromae;Papaoutai;232146;FALSO;2013;0;733;818;10;-7.222;0;859;241;0.0;636;253;116.019;pop
The Neighbourhood;Sweater Weather;240400;FALSO;2013;89;612;807;10;-2.81;1;336;495;177;101;398;124.053;rock, pop
The Saturdays;What About Us;220682;FALSO;2013;61;704;680;7;-4.751;1;581;59;0.0;213;689;123.973;pop, Dance/Electronic
TiÃ«sto;Red Lights;263890;FALSO;2013;0;653;829;10;-4.783;1;377;739;1.5e-06;225;545;124.989;pop, Dance/Electronic
Tom Odell;Another Love;244360;VERDADERO;2013;88;445;537;4;-8.532;0;0.04;695;1.65e-05;944;131;122.769;pop
Unk;Walk It Out;173040;VERDADERO;2013;48;794;777;1;-3.696;0;813;982;0.0;202;706;160.022;hip hop, pop
Wale;Bad (feat. Rihanna) - Remix;238826;VERDADERO;2013;61;807;702;6;-6.594;0;748;307;0.0;111;447;114.038;hip hop, pop, R&B
will.i.am;Scream & Shout;283400;VERDADERO;2013;78;772;685;5;-6.849;1;696;19;8.96e-05;131;501;130.033;hip hop, pop
will.i.am;#thatPOWER;279506;FALSO;2013;68;797;608;6;-6.096;0;584;112;7.66e-05;748;402;127.999;hip hop, pop
will.i.am;This Is Love;279026;FALSO;2013;62;535;796;0;-3.446;0;445;473;0.0;145;282;128.954;hip hop, pop
Ylvis;The Fox (What Does the Fox Say?);213708;FALSO;2013;63;703;867;6;-4.292;1;453;107;0.0;119;546;128.008;hip hop
5 Seconds of Summer;She Looks So Perfect;202496;FALSO;2014;74;494;951;9;-4.237;1;132;569;0.0;327;441;160.025;pop
Alesso;Heroes (we could be);209866;FALSO;2014;52;521;754;5;-4.144;1;634;373;0.0;239;352;125.876;pop, Dance/Electronic
Alex & Sierra;Little Do You Know;185200;FALSO;2014;75;500;292;0;-8.554;1;323;746;0.0;188;0.37;145.879;pop
Ariana Grande;One Last Time;197266;FALSO;2014;79;628;593;8;-5.036;1;323;93;1.65e-06;96;104;125.026;pop
Ariana Grande;Love Me Harder;236133;FALSO;2014;74;472;714;1;-4.389;0;334;937;0.0;764;0.24;98.992;pop
Ariana Grande;Love Me Harder;236133;FALSO;2014;74;472;714;1;-4.389;0;334;937;0.0;764;0.24;98.992;pop
Ariana Grande;Problem;193920;FALSO;2014;73;660;805;1;-5.352;0;153;192;8.83e-06;159;625;103.008;pop
Ariana Grande;Break Free;214840;FALSO;2014;0;687;702;7;-5.324;0;455;64;4.35e-05;204;284;129.956;pop
Avicii;The Nights;176658;FALSO;2014;85;527;835;6;-5.298;1;433;166;0.0;249;654;125.983;pop, Dance/Electronic
Azealia Banks;212;204956;VERDADERO;2014;0;847;769;11;-5.761;0;258;145;12;767;626;126.017;hip hop, pop, R&B
Becky G;Shower;206166;FALSO;2014;78;699;529;2;-7.548;1;487;317;3.59e-05;285;121;119.987;pop, latin
BeyoncÃ©;Drunk in Love (feat. Jay-Z);323480;VERDADERO;2014;70;589;621;5;-6.902;0;468;969;104;181;401;140.03;pop, R&B
BeyoncÃ©;07-nov;213506;FALSO;2014;69;747;705;9;-5.137;0;126;128;0.0;126;0.56;136.024;pop, R&B
Bobby Shmurda;Hot N*gga;194561;VERDADERO;2014;73;794;510;9;-7.314;1;0.42;505;1.81e-06;562;0.18;167.879;hip hop, pop
Calvin Harris;Outside (feat. Ellie Goulding);227266;FALSO;2014;78;646;823;2;-4.123;0;394;213;0.0;322;418;128.035;hip hop, pop, Dance/Electronic
Calvin Harris;Blame (feat. John Newman);212960;FALSO;2014;75;414;857;0;-4.078;0;808;287;574;343;348;128.024;hip hop, pop, Dance/Electronic
Calvin Harris;Under Control (feat. Hurts);184280;FALSO;2014;72;544;915;8;-3.405;1;841;129;914;115;0.51;126.094;hip hop, pop, Dance/Electronic
Calvin Harris;Summer;224506;FALSO;2014;21;603;861;4;-3.565;0;325;215;43;0.1;0.72;127.962;hip hop, pop, Dance/Electronic
Charli XCX;Boom Clap;169866;FALSO;2014;49;659;911;4;-2.28;1;786;154;304;191;576;91.999;pop, Dance/Electronic
Chris Brown;Loyal (feat. Lil Wayne & Tyga);264946;VERDADERO;2014;72;841;522;10;-5.963;0;49;168;1.37e-06;188;616;99.059;hip hop, pop, R&B
Chris Brown;New Flame (feat. Usher & Rick Ross);244226;VERDADERO;2014;67;702;629;1;-4.292;1;41;506;0.0;963;446;141.967;hip hop, pop, R&B
Clean Bandit;Rather Be (feat. Jess Glynne);227833;FALSO;2014;72;799;586;11;-6.735;1;377;162;2.03e-06;193;549;120.97;pop, Dance/Electronic
Coldplay;A Sky Full of Stars;267866;FALSO;2014;80;545;675;6;-6.474;1;279;617;197;209;162;124.97;rock, pop
David Guetta;Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack);192560;FALSO;2014;75;596;730;9;-4.091;1;151;0.24;0.0;325;525;85.979;hip hop, pop, Dance/Electronic
David Guetta;Lovers on the Sun (feat. Sam Martin);203520;FALSO;2014;50;645;891;6;-2.505;0;387;932;3.88e-06;379;568;124.915;hip hop, pop, Dance/Electronic
David Guetta;Bad (feat. Vassy) - Radio Edit;170625;FALSO;2014;45;614;972;5;-3.927;0;88;125;186;328;411;127.966;hip hop, pop, Dance/Electronic
DJ Snake;You Know You Like It;247266;FALSO;2014;69;407;725;5;-5.346;0;188;141;2.46e-06;306;247;196.093;hip hop, pop, Dance/Electronic
DJ Snake;You Know You Like It;247266;FALSO;2014;69;407;725;5;-5.346;0;188;141;2.46e-06;306;247;196.093;hip hop, pop, Dance/Electronic
Duke Dumont;I Got U;285596;FALSO;2014;67;636;761;9;-7.752;0;35;377;784;851;463;120.837;pop, Dance/Electronic
Ed Sheeran;Thinking out Loud;281560;FALSO;2014;81;781;445;2;-6.061;1;295;474;0.0;184;591;78.998;pop
Ed Sheeran;Don't;219840;FALSO;2014;72;806;608;1;-7.008;1;659;113;0.0;635;849;95.049;pop
Ed Sheeran;Sing;235382;FALSO;2014;69;818;0.67;8;-4.451;0;472;304;1.22e-06;601;939;119.988;pop
Ella Henderson;Ghost;213213;FALSO;2014;63;0.68;0.84;9;-3.823;1;414;457;8.66e-06;143;468;104.975;pop, Dance/Electronic
Ellie Goulding;Burn;231211;FALSO;2014;70;559;777;1;-5.031;1;432;0.31;0.0;105;329;87.016;pop, rock, Dance/Electronic
Ellie Goulding;Burn;231211;FALSO;2014;70;559;777;1;-5.031;1;432;0.31;0.0;105;329;87.016;pop, rock, Dance/Electronic
